wyscout_team,wyscout_competition,opta_contestant_id,opta_team,opta_country,opta_league,match_method,match_score,rating,rank,review_status,notes
Ordabasy,Kazakhstan. Premier League,e881yj9z884poj2x0wak5diuo,Ordabasy,Kazakhstan,Premier League,exact_name,100,75.9199654377,661,auto_confirmed,""
Shakhtyor Karagandy,Kazakhstan. Premier League,ekj1qpfj7ae19oybrbxd12i1c,Shakhter Karagandy,Kazakhstan,1. Division,fuzzy_country,91.89,62.1028896054,3326,needs_review,""
Taraz,Kazakhstan. Premier League,dy7i4wt06bd6l47ny3gjdvqpl,Taraz,Kazakhstan,1. Division,exact_name,100,52.8156768448,6482,auto_confirmed,""
Tobol,Kazakhstan. Premier League,6q0da0czmcq4ymj63mdxyvs46,Tobol Kostanay,Kazakhstan,Premier League,exact_name,100,71.1247901017,1268,auto_confirmed,""
Turan Turkistan,Kazakhstan. Premier League,atfzou0tmslnycdft328nwgh6,Turan Turkistan,Kazakhstan,1. Division,exact_name,100,58.3432451371,4486,auto_confirmed,""
Ulytau,Kazakhstan. Premier League,2hy9chgdmm5zlixydkhglft3o,Ulytau,Kazakhstan,Premier League,exact_name,100,65.8887894774,2256,auto_confirmed,""
Yelimay Semey,Kazakhstan. Premier League,d5b9o32ttzdzppif30h6jgqok,Yelimay,Kazakhstan,Premier League,exact_name,100,71.917681069,1146,auto_confirmed,""
Zhenys,Kazakhstan. Premier League,"","","","",unmapped,,,,unmapped,""
Zhetysu,Kazakhstan. Premier League,61i6iclntjwmpojzlis65wsv7,Zhetysu,Kazakhstan,Premier League,exact_name,100,64.1681793577,2715,auto_confirmed,""
Anyang,Korea Republic. K League 1,ebwsole3fgkrrdsgzucnx04pg,Anyang,Korea Republic,K League 1,exact_name,100,72.741975422,1045,auto_confirmed,""
Bucheon 1995,Korea Republic. K League 1,43rl9oirbg0nsrtzg5ou1icfq,Bucheon 1995,Korea Republic,K League 1,exact_name,100,71.3354241167,1232,auto_confirmed,""
Daegu,Korea Republic. K League 1,19auwjswq9camwpb4u14a6tp5,Daegu,Korea Republic,K League 2,exact_name,100,68.3855033771,1710,auto_confirmed,""
Daejeon Citizen,Korea Republic. K League 1,"","","","",unmapped,,,,unmapped,""
Gangwon,Korea Republic. K League 1,98uh21utg52famg6x9k7t3s20,Gangwon,Korea Republic,K League 1,exact_name,100,75.1941247798,748,auto_confirmed,""
Gimcheon Sangmu,Korea Republic. K League 1,dn1cz3b4rc04kzy5k33dg62m,Gimcheon Sangmu,Korea Republic,K League 1,exact_name,100,74.2657622457,844,auto_confirmed,""
Gwangju,Korea Republic. K League 1,dxrq5ce9fljcf0vrbrz89rp0k,Gwangju,Korea Republic,K League 1,exact_name,100,69.3224478447,1524,auto_confirmed,""
Incheon United,Korea Republic. K League 1,4dkougngrd8mpvfb1cr9mdb1p,Incheon United,Korea Republic,K League 1,exact_name,100,74.0395534709,878,auto_confirmed,""
Jeju SK,Korea Republic. K League 1,92h5si20tnxjtg4hj8cs97bpw,Jeju FC,Korea Republic,K League 1,exact_name,100,74.8470837753,778,auto_confirmed,""
Jeju United,Korea Republic. K League 1,"","","","",unmapped,,,,unmapped,""
Jeonbuk Motors,Korea Republic. K League 1,cc7oug4s891gcp1r4mh00rw7x,Jeonbuk Motors,Korea Republic,K League 1,exact_name,100,76.9686667491,570,auto_confirmed,""
Pohang Steelers,Korea Republic. K League 1,dw7c1rdfrjt0ldijrpj6rzsqa,Pohang Steelers,Korea Republic,K League 1,exact_name,100,73.8661223135,901,auto_confirmed,""
Seongnam,Korea Republic. K League 1,e4098etb1vn25d4lvecv9mygk,Seongnam,Korea Republic,K League 2,exact_name,100,66.5267693508,2104,auto_confirmed,""
Seoul,Korea Republic. K League 1,4dhojk80ifrs6ax05725bala2,Seoul,Korea Republic,K League 1,exact_name,100,78.212452919,465,auto_confirmed,""
Suwon,Korea Republic. K League 1,25yplfulilqz11lp1qbii7sf3,Suwon Bluewings,Korea Republic,K League 2,exact_name,100,71.1904803051,1258,auto_confirmed,""
Suwon Bluewings,Korea Republic. K League 1,25yplfulilqz11lp1qbii7sf3,Suwon Bluewings,Korea Republic,K League 2,exact_name,100,71.1904803051,1258,auto_confirmed,""
Ulsan Hyundai,Korea Republic. K League 1,"","","","",unmapped,,,,unmapped,""
América,Mexico. Liga MX,eu8c408f59yx7egaqossbv25e,Club América,Mexico,Liga MX,exact_name,100,83.0624727276,174,auto_confirmed,""
Atlante,Mexico. Liga MX,evyhlelybkbj2vry2xhct08pb,Atlante,Mexico,Liga MX,exact_name,100,77.0625308841,563,auto_confirmed,""
Atlas,Mexico. Liga MX,8jjxbd5vr23vhu1v5r21rzkrn,Atlas,Mexico,Liga MX,exact_name,100,77.4203971217,536,auto_confirmed,""
Atlético de San Luis,Mexico. Liga MX,54ph1k82y99hhjsf7m2usns8u,Atlético San Luis,Mexico,Liga MX,exact_name,100,77.6350896397,520,auto_confirmed,""
Club Tijuana,Mexico. Liga MX,c1wcescnsnfuyv06enhwaoqr6,Tijuana,Mexico,Liga MX,exact_name,100,79.8980839956,338,auto_confirmed,""
Cruz Azul,Mexico. Liga MX,1aw67co8uut64yckd3wbhy9t2,Cruz Azul,Mexico,Liga MX,exact_name,100,83.7453376324,143,auto_confirmed,""
Guadalajara,Mexico. Liga MX,e603sojy77s4u0ypqds2v2a1g,Guadalajara,Mexico,Liga MX,exact_name,100,84.4711740218,120,auto_confirmed,""
Juárez,Mexico. Liga MX,ecphe4bqgmin2tzsohf50egvd,Juárez,Mexico,Liga MX,exact_name,100,76.3951761901,623,auto_confirmed,""
León,Mexico. Liga MX,2ei66pjfsrr6uxqp1bywq31lo,León,Mexico,Liga MX,exact_name,100,80.1439284189,327,auto_confirmed,""
Mazatlán,Mexico. Liga MX,dsm1dxw4j3f973w7kzhe2n816,Mazatlán,Mexico,"",exact_name,100,75.3167182894,730,auto_confirmed,""
Monterrey,Mexico. Liga MX,233335xtoe3e3phg3hp91xguq,Monterrey,Mexico,Liga MX,exact_name,100,80.6205491165,299,auto_confirmed,""
Necaxa,Mexico. Liga MX,b7hn6knkuxbpj1i8rmzapns7b,Necaxa,Mexico,Liga MX,exact_name,100,76.6944802292,594,auto_confirmed,""
Pachuca,Mexico. Liga MX,cynfvfb31rml7xrlsnejf8r6j,Pachuca,Mexico,Liga MX,exact_name,100,81.4501348597,250,auto_confirmed,""
Puebla,Mexico. Liga MX,4kw25nmgmacpbvo24ttr994k5,Puebla,Mexico,Liga MX,exact_name,100,75.3866052033,719,auto_confirmed,""
Pumas UNAM,Mexico. Liga MX,ayabrorjqa1bj7jk1fdqu1t57,Pumas UNAM,Mexico,Liga MX,exact_name,100,80.1407901421,329,auto_confirmed,""
Querétaro,Mexico. Liga MX,ccye1b5fvtq8tzlz0gosyw10b,Querétaro,Mexico,Liga MX,exact_name,100,78.9301462965,412,auto_confirmed,""
Santos Laguna,Mexico. Liga MX,8yn3l36qkq1fxbw4ufmwyfyt9,Santos Laguna,Mexico,Liga MX,exact_name,100,75.2440335369,739,auto_confirmed,""
Tigres UANL,Mexico. Liga MX,6hmo9mrlz73nwxkshwuu5vsfm,Tigres UANL,Mexico,Liga MX,exact_name,100,81.3696289387,253,auto_confirmed,""
Toluca,Mexico. Liga MX,3390h9hdgoxzzofnrpyktanuz,Toluca,Mexico,Liga MX,exact_name,100,86.5837736351,64,auto_confirmed,""
CSF Bălți,Moldova. Super Liga,"","","","",unmapped,,,,unmapped,""
Dacia-Buiucani,Moldova. Super Liga,d8x3a70a614sg6y20aiz19qj3,Dacia-Buiucani,Moldova,Super Liga,exact_name,100,60.3759884912,3819,auto_confirmed,""
Dinamo-Auto,Moldova. Super Liga,"","","","",unmapped,,,,unmapped,""
Floreşti,Moldova. Super Liga,34i6r8mki744ky6niufp9umae,Florești,Moldova,Liga 1,exact_name,100,53.2777723554,6280,auto_confirmed,""
Milsami,Moldova. Super Liga,cs3cstr4siwdipeuc95fxur3u,Milsami,Moldova,Super Liga,exact_name,100,65.9123100916,2248,auto_confirmed,""
Petrocub,Moldova. Super Liga,1gb1u8v90q0v14qtkm24chs4n,Petrocub,Moldova,Super Liga,exact_name,100,71.7615772305,1171,auto_confirmed,""
Politehnica Timişoara,Moldova. Super Liga,"","","","",unmapped,,,,unmapped,""
Politehnica UTM,Moldova. Super Liga,4a8s20ia6yw7qeug9uod06q63,Politehnica UTM,Moldova,Super Liga,exact_name,100,60.1435701935,3892,auto_confirmed,""
Real Sireti,Moldova. Super Liga,8fuyh6lae8h2vvn9lgf8rrlk9,Real Sireți,Moldova,Super Liga,exact_name,100,57.9322474541,4626,auto_confirmed,""
Sfîntul Gheorghe,Moldova. Super Liga,"","","","",unmapped,,,,unmapped,""
Sheriff,Moldova. Super Liga,dcx559ojp4lgxwc9z9xxbzgre,Sheriff,Moldova,Super Liga,exact_name,100,72.9093339681,1029,auto_confirmed,""
Spartanii Selemet,Moldova. Super Liga,2gptlacuy5ff3c9la0un7g85p,Spartanii Selemet,Moldova,Liga 1,exact_name,100,45.3492981883,10062,auto_confirmed,""
Zimbru,Moldova. Super Liga,2yzlrvk4m7lpi4wa4leshqagk,Zimbru,Moldova,Super Liga,exact_name,100,71.4346312526,1216,auto_confirmed,""
CODM Meknès,Morocco. Botola Pro,d5v7rs3cfsu2fsdimdgazirlq,CODM Meknès,Morocco,Botola Pro,exact_name,100,72.2477341797,1103,auto_confirmed,""
Chabab Mohammédia,Morocco. Botola Pro,85v5r4b0lzloisd89599q5z6e,Chabab Mohammédia,Morocco,Botola 2,exact_name,100,62.5012156518,3187,auto_confirmed,""
Difaâ El Jadida,Morocco. Botola Pro,2q6v4ppego4353ypklvshcvob,Difaâ El Jadida,Morocco,Botola Pro,exact_name,100,74.027132418,881,auto_confirmed,""
FAR Rabat,Morocco. Botola Pro,x0mbz2vi8eyejsx1jc729svv,FAR Rabat,Morocco,Botola Pro,exact_name,100,80.6570349859,296,auto_confirmed,""
FUS Rabat,Morocco. Botola Pro,bsm0uwfbi4g8vl53hf08r103t,FUS Rabat,Morocco,Botola Pro,exact_name,100,75.1911457733,749,auto_confirmed,""
Hassania Agadir,Morocco. Botola Pro,5ys0mcs6ebalj3o3hebwawfh2,Hassania Agadir,Morocco,Botola Pro,exact_name,100,71.8186633791,1160,auto_confirmed,""
Ittihad Tanger,Morocco. Botola Pro,a8fnw9es9d983nknldpg7q3k0,Ittihad Tanger,Morocco,Botola Pro,exact_name,100,73.9967128689,887,auto_confirmed,""
JS Soualem,Morocco. Botola Pro,c6lk3361debcflcdqom3ttpt5,JS Soualem,Morocco,Botola 2,exact_name,100,66.3335591337,2150,auto_confirmed,""
Kawkab Marrakech,Morocco. Botola Pro,ahn5369t3jftmoqzn92su9kny,Kawkab Marrakech,Morocco,Botola Pro,exact_name,100,73.5928263163,935,auto_confirmed,""
Khemis Zemamra,Morocco. Botola Pro,"","","","",unmapped,,,,unmapped,""
Khouribga,Morocco. Botola Pro,4dfmno1tfc1gwcbeko4448v42,Khouribga,Morocco,Botola 2,exact_name,100,64.4987428742,2600,auto_confirmed,""
Maghreb Fès,Morocco. Botola Pro,9ifkcwn9mt2as1ctfpinwwj91,Maghreb Fès,Morocco,Botola Pro,exact_name,100,78.3864084244,447,auto_confirmed,""
Moghreb Tétouan,Morocco. Botola Pro,4cjbhfko4vi0ejx4u1aj5xeij,Moghreb Tétouan,Morocco,Botola Pro,exact_name,100,73.0064753582,1020,auto_confirmed,""
Mouloudia Oujda,Morocco. Botola Pro,ewfhv8fgdcztbt62gtedjcxro,Mouloudia Oujda,Morocco,Botola 2,exact_name,100,64.3755146964,2643,auto_confirmed,""
Olympic Safi,Morocco. Botola Pro,bfmfxajo833u9t76ol1glbf8l,Olympic Safi,Morocco,Botola 2,exact_name,100,66.3962416856,2137,auto_confirmed,""
Olympique Dcheïra,Morocco. Botola Pro,2a5by2szuhv70hqm2bl9zup8h,Olympique Dcheïra,Morocco,Botola 2,exact_name,100,66.1725427979,2191,auto_confirmed,""
RSB Berkane,Morocco. Botola Pro,5iuuccvbznfqyibcx96knhysc,RSB Berkane,Morocco,Botola Pro,exact_name,100,80.6110165487,300,auto_confirmed,""
Raja Casablanca,Morocco. Botola Pro,3l9kyuwcn5wgjz5b1e3qrazqz,Raja Casablanca,Morocco,Botola Pro,exact_name,100,79.852628487,344,auto_confirmed,""
UTS Rabat,Morocco. Botola Pro,e55h3csjd3rnqnv3vnu8vpuk0,UTS Rabat,Morocco,Botola Pro,exact_name,100,72.8383505535,1033,auto_confirmed,""
Wydad Casablanca,Morocco. Botola Pro,45md2vgytmsj2y0rat0sur1f6,Wydad Casablanca,Morocco,Botola Pro,exact_name,100,75.1848554814,751,auto_confirmed,""
Yacoub El Mansour,Morocco. Botola Pro,9rg3shklntdwxdlz5l1xsdn2s,Yacoub El Mansour,Morocco,Botola 2,exact_name,100,66.0938818841,2208,auto_confirmed,""
Youssoufia Berrechid,Morocco. Botola Pro,"","","","",unmapped,,,,unmapped,""
ADO '20,Netherlands. Derde Divisie,esy1bz4zxai8jji1nh8koxoiz,ADO '20,Netherlands,Derde Divisie,exact_name,100,51.35961287,7184,auto_confirmed,""
DOVO,Netherlands. Derde Divisie,3kp904ptq2jn5j4th78ddm3d3,DOVO,Netherlands,Derde Divisie,exact_name,100,49.9668302362,7919,auto_confirmed,""
DVS '33,Netherlands. Derde Divisie,c6qpykcqp0fqyrcokep9pg957,DVS '33,Netherlands,Derde Divisie,exact_name,100,52.8274755219,6476,auto_confirmed,""
Eemdijk,Netherlands. Derde Divisie,epmbc7kzm6cyvxekvwxkpk3bz,Eemdijk,Netherlands,Derde Divisie,exact_name,100,48.5279542281,8637,auto_confirmed,""
Excelsior '31,Netherlands. Derde Divisie,adaw47x7hqg1k33sp54644dpx,Excelsior '31,Netherlands,Derde Divisie,exact_name,100,50.6118389979,7591,auto_confirmed,""
Genemuiden,Netherlands. Derde Divisie,aocfi9cp0f12hknadz5jyu8th,Genemuiden,Netherlands,Derde Divisie,exact_name,100,53.9874335559,6006,auto_confirmed,""
HSC '21,Netherlands. Derde Divisie,38ltg5d36ztrold05ov3f0oza,HSC '21,Netherlands,Vierde Divisie,exact_name,100,43.1593699881,10941,auto_confirmed,""
Harkemase Boys,Netherlands. Derde Divisie,blezed3jwt82ptwvnwmrjgwmn,Harkemase Boys,Netherlands,Derde Divisie,exact_name,100,54.235577909,5893,auto_confirmed,""
Hoogeveen,Netherlands. Derde Divisie,bn4lclhluhsjtmqq3rio3uvrw,Hoogeveen,Netherlands,Derde Divisie,exact_name,100,48.9278123858,8448,auto_confirmed,""
Huizen,Netherlands. Derde Divisie,ui6wyaieififi9gr5r7jsweq,Huizen,Netherlands,Vierde Divisie,exact_name,100,45.8400872238,9839,auto_confirmed,""
ROHDA Raalte,Netherlands. Derde Divisie,3ekxo0cwjay818jmtyxikorcj,ROHDA Raalte,Netherlands,Tweede Divisie,exact_name,100,55.2743823054,5515,auto_confirmed,""
Scherpenzeel,Netherlands. Derde Divisie,a1780tdy5jpuel5lv4o5s4ktm,Scherpenzeel,Netherlands,Derde Divisie,exact_name,100,51.6729888188,7028,auto_confirmed,""
Sparta Nijkerk,Netherlands. Derde Divisie,46rpbqxqgmokzfxce6wulshbs,Sparta Nijkerk,Netherlands,Derde Divisie,exact_name,100,53.682676987,6108,auto_confirmed,""
Sportlust '46,Netherlands. Derde Divisie,auvnzboe0ivhszvjaxzkhuzh5,Sportlust '46,Netherlands,Derde Divisie,exact_name,100,51.6765294042,7022,auto_confirmed,""
TEC,Netherlands. Derde Divisie,e5elcwspcnqqmb25n5eq858t7,TEC,Netherlands,Derde Divisie,exact_name,100,49.8657993911,7967,auto_confirmed,""
USV Hercules,Netherlands. Derde Divisie,2gd0p7yst96bge0lsmse9incc,USV Hercules,Netherlands,Derde Divisie,exact_name,100,48.1112954128,8822,auto_confirmed,""
Urk,Netherlands. Derde Divisie,bhi73opvtzqs7ucsbpx6tfcgz,Urk,Netherlands,Vierde Divisie,exact_name,100,45.1920631385,10153,auto_confirmed,""
VV Staphorst,Netherlands. Derde Divisie,"","","","",unmapped,,,,unmapped,""
ADO Den Haag,Netherlands. Eerste Divisie,e8hiwrw6ocxm5iht6sp7jiv19,ADO Den Haag,Netherlands,Eredivisie,exact_name,100,74.2354789153,848,auto_confirmed,""
AZ II,Netherlands. Eerste Divisie,1wyg1tunyt7go9tnjea1hjqxb,AZ II,Netherlands,Eerste Divisie,exact_name,100,66.7504377601,2047,auto_confirmed,""
Ajax II,Netherlands. Eerste Divisie,6lzy9iiqoysvtdsgx719fng9n,Ajax II,Netherlands,Eerste Divisie,exact_name,100,62.2954254279,3255,auto_confirmed,""
Almere City,Netherlands. Eerste Divisie,1fttb31hnskynpku8qd09yhm8,Almere City,Netherlands,Eerste Divisie,exact_name,100,70.8618262594,1298,auto_confirmed,""
Cambuur,Netherlands. Eerste Divisie,ears40cp6opsgvhsy0dgyszpd,Cambuur,Netherlands,Eredivisie,exact_name,100,74.2061111611,852,auto_confirmed,""
De Graafschap,Netherlands. Eerste Divisie,xcevba75jfkrg4s6tl89zl3y,De Graafschap,Netherlands,Eerste Divisie,exact_name,100,66.2359523195,2175,auto_confirmed,""
Den Bosch,Netherlands. Eerste Divisie,eh54mfvjtrttgsg1wbjnvxcqz,Den Bosch,Netherlands,Eerste Divisie,exact_name,100,65.183386314,2428,auto_confirmed,""
Dordrecht,Netherlands. Eerste Divisie,z9phg19papi9f5fd6qxzr836,Dordrecht,Netherlands,Eerste Divisie,exact_name,100,63.8803777229,2807,auto_confirmed,""
Eindhoven,Netherlands. Eerste Divisie,dvmw7d6jb38qvv7e6ziwu0vyr,Eindhoven,Netherlands,Eerste Divisie,exact_name,100,64.1042273229,2741,auto_confirmed,""
Emmen,Netherlands. Eerste Divisie,3t0vjqtxc8wpjzv82i3oi2ova,Emmen,Netherlands,Eerste Divisie,exact_name,100,65.94987226,2241,auto_confirmed,""
Excelsior,Netherlands. Eerste Divisie,dqk062lu0vm8epvytbm6r4mmf,Excelsior,Netherlands,Eredivisie,exact_name,100,78.1825723378,468,auto_confirmed,""
Groningen,Netherlands. Eerste Divisie,cos9hxi16eitbcbthof7zrm4m,Groningen,Netherlands,Eredivisie,exact_name,100,79.6161370966,360,auto_confirmed,""
Helmond Sport,Netherlands. Eerste Divisie,b94pf87be9ojdgnrs5mst80un,Helmond Sport,Netherlands,Eerste Divisie,exact_name,100,63.9713967781,2779,auto_confirmed,""
Heracles,Netherlands. Eerste Divisie,dac758ef858jbq7pcb3gfwite,Heracles,Netherlands,Eerste Divisie,exact_name,100,71.6229640176,1192,auto_confirmed,""
MVV,Netherlands. Eerste Divisie,bqm1bnp1bh2apyudlz1o1whr3,MVV,Netherlands,Eerste Divisie,exact_name,100,63.2487425705,2981,auto_confirmed,""
NAC Breda,Netherlands. Eerste Divisie,59t7flioj4w4mpwnrwbm0m8ck,NAC Breda,Netherlands,Eerste Divisie,exact_name,100,69.3590263848,1517,auto_confirmed,""
PEC Zwolle,Netherlands. Eerste Divisie,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,Netherlands,Eredivisie,exact_name,100,75.2725351395,735,auto_confirmed,""
PSV II,Netherlands. Eerste Divisie,2xlnfgrl6r18ftv38unwp7h4s,PSV II,Netherlands,Eerste Divisie,exact_name,100,65.3168327219,2395,auto_confirmed,""
RKC Waalwijk,Netherlands. Eerste Divisie,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,Netherlands,Eerste Divisie,exact_name,100,69.9315526885,1430,auto_confirmed,""
Roda JC,Netherlands. Eerste Divisie,7rmv5ns2rj7bn4otpkur0mx0x,Roda JC,Netherlands,Eerste Divisie,exact_name,100,67.6678188843,1844,auto_confirmed,""
TOP Oss,Netherlands. Eerste Divisie,dnzj0iv5qtaemm9kthh9pos8q,TOP Oss,Netherlands,Eerste Divisie,exact_name,100,64.1369063867,2724,auto_confirmed,""
Telstar,Netherlands. Eerste Divisie,zjawy6qdzk3y69v5pa3zl2cb,Telstar,Netherlands,Eredivisie,exact_name,100,76.320278044,629,auto_confirmed,""
Utrecht II,Netherlands. Eerste Divisie,ch82doz9w9t1sw9ae3a4ffh0j,Utrecht II,Netherlands,Eerste Divisie,exact_name,100,63.1408119512,3010,auto_confirmed,""
VVV Venlo,Netherlands. Eerste Divisie,cv5ftekuejf0ryxvd5h2my47r,VVV,Netherlands,Eerste Divisie,exact_name,100,66.5963873438,2088,auto_confirmed,""
Vitesse,Netherlands. Eerste Divisie,6hsriqr3ybvyg94w2k19oal50,Vitesse,Netherlands,Eerste Divisie,exact_name,100,68.5514654918,1677,auto_confirmed,""
Volendam,Netherlands. Eerste Divisie,6g9qrm72224jrk6tkxxxi8a9n,Volendam,Netherlands,Eerste Divisie,exact_name,100,68.6629451903,1654,auto_confirmed,""
Willem II,Netherlands. Eerste Divisie,bk5ltsueqmeng29eovd8m2tml,Willem II,Netherlands,Eredivisie,exact_name,100,73.2119158051,979,auto_confirmed,""
ADO Den Haag,Netherlands. Eredivisie,e8hiwrw6ocxm5iht6sp7jiv19,ADO Den Haag,Netherlands,Eredivisie,exact_name,100,74.2354789153,848,auto_confirmed,""
AZ,Netherlands. Eredivisie,3kfktv64h7kg7zryax1wktr5r,AZ,Netherlands,Eredivisie,exact_name,100,85.0776365987,103,auto_confirmed,""
Ajax,Netherlands. Eredivisie,d0zdg647gvgc95xdtk1vpbkys,Ajax,Netherlands,Eredivisie,exact_name,100,85.0811164665,102,auto_confirmed,""
Almere City,Netherlands. Eredivisie,1fttb31hnskynpku8qd09yhm8,Almere City,Netherlands,Eerste Divisie,exact_name,100,70.8618262594,1298,auto_confirmed,""
Cambuur,Netherlands. Eredivisie,ears40cp6opsgvhsy0dgyszpd,Cambuur,Netherlands,Eredivisie,exact_name,100,74.2061111611,852,auto_confirmed,""
Emmen,Netherlands. Eredivisie,3t0vjqtxc8wpjzv82i3oi2ova,Emmen,Netherlands,Eerste Divisie,exact_name,100,65.94987226,2241,auto_confirmed,""
Excelsior,Netherlands. Eredivisie,dqk062lu0vm8epvytbm6r4mmf,Excelsior,Netherlands,Eredivisie,exact_name,100,78.1825723378,468,auto_confirmed,""
Feyenoord,Netherlands. Eredivisie,20vymiy7bo8wkyxai3ew494fz,Feyenoord,Netherlands,Eredivisie,exact_name,100,85.9644986225,75,auto_confirmed,""
Fortuna Sittard,Netherlands. Eredivisie,3ebril33e08ddzob4bhq8awsr,Fortuna Sittard,Netherlands,Eredivisie,exact_name,100,76.6705797947,596,auto_confirmed,""
Go Ahead Eagles,Netherlands. Eredivisie,b79uipsy57y1jqpy07h4i5ovk,Go Ahead Eagles,Netherlands,Eredivisie,exact_name,100,78.892662908,415,auto_confirmed,""
Groningen,Netherlands. Eredivisie,cos9hxi16eitbcbthof7zrm4m,Groningen,Netherlands,Eredivisie,exact_name,100,79.6161370966,360,auto_confirmed,""
Heerenveen,Netherlands. Eredivisie,4vd2t5schmvvufrfib7f2vjdf,Heerenveen,Netherlands,Eredivisie,exact_name,100,79.8693347071,341,auto_confirmed,""
Heracles,Netherlands. Eredivisie,dac758ef858jbq7pcb3gfwite,Heracles,Netherlands,Eerste Divisie,exact_name,100,71.6229640176,1192,auto_confirmed,""
NAC Breda,Netherlands. Eredivisie,59t7flioj4w4mpwnrwbm0m8ck,NAC Breda,Netherlands,Eerste Divisie,exact_name,100,69.3590263848,1517,auto_confirmed,""
NEC,Netherlands. Eredivisie,8iawijq7s9s6d85mjz8wdslki,NEC,Netherlands,Eredivisie,exact_name,100,79.6653139915,358,auto_confirmed,""
PEC Zwolle,Netherlands. Eredivisie,2uuh2bir8ktof0uxfo06lb4ox,PEC Zwolle,Netherlands,Eredivisie,exact_name,100,75.2725351395,735,auto_confirmed,""
PSV,Netherlands. Eredivisie,24fvcruwqrqvqa3aonf8c3zuy,PSV,Netherlands,Eredivisie,exact_name,100,88.9936437527,43,auto_confirmed,""
RKC Waalwijk,Netherlands. Eredivisie,ed5nwjz5za3oyi20nxzgqivmx,RKC Waalwijk,Netherlands,Eerste Divisie,exact_name,100,69.9315526885,1430,auto_confirmed,""
Sparta Rotterdam,Netherlands. Eredivisie,89w5c6pw7vn0dxypi61tt0g4k,Sparta Rotterdam,Netherlands,Eredivisie,exact_name,100,76.6192428971,603,auto_confirmed,""
Telstar,Netherlands. Eredivisie,zjawy6qdzk3y69v5pa3zl2cb,Telstar,Netherlands,Eredivisie,exact_name,100,76.320278044,629,auto_confirmed,""
Twente,Netherlands. Eredivisie,4tic29sox7m39fy1ztgv0jsiq,Twente,Netherlands,Eredivisie,exact_name,100,84.8657035033,112,auto_confirmed,""
Utrecht,Netherlands. Eredivisie,ccpscwdcm65czscrun048ecn5,Utrecht,Netherlands,Eredivisie,exact_name,100,80.3247423687,317,auto_confirmed,""
Vitesse,Netherlands. Eredivisie,6hsriqr3ybvyg94w2k19oal50,Vitesse,Netherlands,Eerste Divisie,exact_name,100,68.5514654918,1677,auto_confirmed,""
Volendam,Netherlands. Eredivisie,6g9qrm72224jrk6tkxxxi8a9n,Volendam,Netherlands,Eerste Divisie,exact_name,100,68.6629451903,1654,auto_confirmed,""
Willem II,Netherlands. Eredivisie,bk5ltsueqmeng29eovd8m2tml,Willem II,Netherlands,Eredivisie,exact_name,100,73.2119158051,979,auto_confirmed,""
Deportivo Ocotal,Nicaragua. Primera Division,"","","","",unmapped,,,,unmapped,""
Diriangén,Nicaragua. Primera Division,4nvq73r901qs0vlwd9i9uimgz,Diriangén,Nicaragua,Primera Division,exact_name,100,74.4518598138,821,auto_confirmed,""
Juventus Managua,Nicaragua. Primera Division,"","","","",unmapped,,,,unmapped,""
Managua,Nicaragua. Primera Division,cybp9ww9byb0ewpvk088rlmbf,Managua,Nicaragua,Primera Division,exact_name,100,72.1857412415,1113,auto_confirmed,""
Matagalpa,Nicaragua. Primera Division,bpu7kj9anvbijj26bm1zu1ams,Matagalpa,Nicaragua,Primera Division,exact_name,100,64.0564182609,2747,auto_confirmed,""
Municipal Jalapa,Nicaragua. Primera Division,e67jbeyl1418fu6llz43ed59p,Municipal Jalapa,Nicaragua,Primera Division,exact_name,100,64.5237211797,2594,auto_confirmed,""
Orgánica Masachapa,Nicaragua. Primera Division,"","","","",unmapped,,,,unmapped,""
Rancho Santana,Nicaragua. Primera Division,d35xudjv9kgd4q01jg6gl2fze,Rancho Santana,Nicaragua,Primera Division,exact_name,100,59.5475711505,4077,auto_confirmed,""
Real Estelí,Nicaragua. Primera Division,c4loge2orh7lwwcd6w65tebq4,Real Estelí,Nicaragua,Primera Division,exact_name,100,73.4133607648,960,auto_confirmed,""
Real Madriz,Nicaragua. Primera Division,9mewuvi9v5q7jbn64hn2l0aub,Real Madriz,Nicaragua,"",exact_name,100,59.7902853422,4007,auto_confirmed,""
San Marcos,Nicaragua. Primera Division,1gbzianwzytjfajeudrp0jof1,San Marcos,Nicaragua,Primera Division,exact_name,100,62.132894385,3308,auto_confirmed,""
