competition_name,competition_country,team,tm_club_id,tm_club_name,method,score,tm_scraped_players,scrape_status
Europe. UEFA Europa League,Europe,Rangers,124,Rangers,dict,100,29,scraped
Europe. UEFA Europa League,Europe,Real Betis,150,Real Betis,dict,100,25,scraped
Europe. UEFA Europa League,Europe,Roma,12,Roma,dict,100,25,scraped
Europe. UEFA Europa League,Europe,Salzburg,409,Salzburg,dict,100,30,scraped
Europe. UEFA Europa League,Europe,Sporting Braga,1075,Braga,dict,100,27,scraped
Europe. UEFA Europa League,Europe,Sturm Graz,122,Sturm Graz,dict,100,27,scraped
Europe. UEFA Europa League,Europe,Stuttgart,79,Stuttgart,dict,100,28,scraped
Europe. UEFA Europa League,Europe,Utrecht,200,Utrecht,dict,100,31,scraped
Europe. UEFA Europa League,Europe,Viktoria Plzeň,941,Viktoria Plzeň,dict,100,31,scraped
Europe. UEFA Europa League,Europe,Young Boys,452,Young Boys,dict,100,25,scraped
Finland. Veikkausliiga,Finland,Gnistan,23564,IF Gnistan,dict,100,27,scraped
Finland. Veikkausliiga,Finland,HJK,1008,HJK Helsinki,dict,100,30,scraped
Finland. Veikkausliiga,Finland,Haka,1225,FC Haka,dict,100,25,scraped
Finland. Veikkausliiga,Finland,Ilves,3189,Ilves,dict,100,21,scraped
Finland. Veikkausliiga,Finland,Inter Turku,8042,FC Inter,dict,100,30,scraped
Finland. Veikkausliiga,Finland,Jaro,3650,FF Jaro,dict,100,28,scraped
Finland. Veikkausliiga,Finland,KTP,7315,FC KTP,dict,100,24,scraped
Finland. Veikkausliiga,Finland,KuPS,6251,KuPS,dict,100,31,scraped
Finland. Veikkausliiga,Finland,Mariehamn,6017,IFK Mariehamn,dict,100,28,scraped
Finland. Veikkausliiga,Finland,Oulu,7008,AC Oulu,dict,100,28,scraped
Finland. Veikkausliiga,Finland,SJK,23777,SJK Seinäjoki,dict,100,28,scraped
Finland. Veikkausliiga,Finland,TPS,,,dict_unmatched,0,0,dict_unmatched
Finland. Veikkausliiga,Finland,VPS,1102,VPS,dict,100,30,scraped
France. Ligue 1,France,Angers SCO,1420,Angers SCO,dict,100,22,scraped
France. Ligue 1,France,Auxerre,290,AJ Auxerre,dict,100,34,scraped
France. Ligue 1,France,Brest,3911,Stade Brestois,dict,100,24,scraped
France. Ligue 1,France,Le Havre,738,Le Havre AC,dict,100,26,scraped
France. Ligue 1,France,Lens,826,Lens,dict,100,29,scraped
France. Ligue 1,France,Lille,1082,Lille,dict,100,27,scraped
France. Ligue 1,France,Lorient,1158,FC Lorient,dict,100,25,scraped
France. Ligue 1,France,Metz,347,FC Metz,dict,100,25,scraped
France. Ligue 1,France,Monaco,162,Monaco,dict,100,24,scraped
France. Ligue 1,France,Nantes,995,FC Nantes,dict,100,29,scraped
France. Ligue 1,France,Nice,417,Nice,dict,100,29,scraped
France. Ligue 1,France,Olympique Lyonnais,1041,Lyon,dict,100,30,scraped
France. Ligue 1,France,Olympique Marseille,244,Marseille,dict,100,22,scraped
France. Ligue 1,France,PSG,583,PSG,dict,100,24,scraped
France. Ligue 1,France,Paris,10004,Paris FC,dict,100,25,scraped
France. Ligue 1,France,Rennes,273,Stade Rennais,dict,100,26,scraped
France. Ligue 1,France,Strasbourg,667,R. Strasbourg,dict,100,30,scraped
France. Ligue 1,France,Toulouse,415,Toulouse,dict,100,25,scraped
France. Ligue 2,France,Amiens SC,1416,Amiens SC,dict,100,30,scraped
France. Ligue 2,France,Annecy,30204,FC Annecy,dict,100,30,scraped
France. Ligue 2,France,Bastia,595,SC Bastia,dict,100,21,scraped
France. Ligue 2,France,Boulogne,7042,US Boulogne,dict,100,27,scraped
France. Ligue 2,France,Clermont,3524,Clermont Foot,dict,100,28,scraped
France. Ligue 2,France,Dunkerque,9202,USL Dunkerque,dict,100,23,scraped
France. Ligue 2,France,Grenoble,1290,Grenoble,dict,100,27,scraped
France. Ligue 2,France,Guingamp,855,Guingamp,dict,100,25,scraped
France. Ligue 2,France,Laval,1080,Stade Lavallois,dict,100,25,scraped
France. Ligue 2,France,Le Mans,1164,Le Mans FC,dict,100,29,scraped
France. Ligue 2,France,Montpellier,969,Montpellier,dict,100,27,scraped
France. Ligue 2,France,Nancy,1159,AS Nancy,dict,100,31,scraped
France. Ligue 2,France,Pau,3166,Pau FC,dict,100,27,scraped
France. Ligue 2,France,Red Star,1154,Red Star FC,dict,100,25,scraped
France. Ligue 2,France,Reims,1421,Stade Reims,dict,100,28,scraped
France. Ligue 2,France,Rodez,11273,Rodez AF,dict,100,25,scraped
France. Ligue 2,France,Saint-Étienne,618,Saint-Étienne,dict,100,26,scraped
France. Ligue 2,France,Troyes,1095,Troyes,dict,100,25,scraped
France. National 1,France,Aubagne,42609,Aubagne Air Bel,dict,100,26,scraped
France. National 1,France,Bourg-en-Bresse,2972,Bourg-en-Bresse,dict,100,25,scraped
France. National 1,France,Caen,1162,SM Caen,dict,100,24,scraped
France. National 1,France,Châteauroux,1175,LB Châteauroux,dict,100,20,scraped
France. National 1,France,Concarneau,21688,Concarneau,dict,100,27,scraped
France. National 1,France,Dijon,2969,Dijon,dict,100,25,scraped
France. National 1,France,Fleury 91 FC,17442,FC Fleury 91,dict,100,26,scraped
France. National 1,France,Le Puy F.43 Auvergne,26863,Le Puy Foot,dict,100,23,scraped
France. National 1,France,Orléans,10868,US Orléans,dict,100,23,scraped
France. National 1,France,Paris 13 Atletico,62382,Paris 13 Atl.,dict,100,22,scraped
France. National 1,France,Quevilly Rouen,7124,QRM,dict,100,23,scraped
France. National 1,France,Rouen,1564,FC Rouen 1899,dict,100,21,scraped
France. National 1,France,Sochaux,750,FC Sochaux,dict,100,23,scraped
France. National 1,France,Stade Briochin,1777,Stade Briochin,dict,100,21,scraped
France. National 1,France,Valenciennes,1423,Valenciennes FC,dict,100,25,scraped
France. National 1,France,Versailles,13466,FC Versailles,dict,100,25,scraped
France. National 1,France,Villefranche,18633,FC Villefranche,dict,100,22,scraped
Georgia. Erovnuli Liga,Georgia,Dila,32017,FC Dila,dict,100,24,scraped
Georgia. Erovnuli Liga,Georgia,Dinamo Batumi,11344,Dinamo Batumi,dict,100,27,scraped
Georgia. Erovnuli Liga,Georgia,Dinamo Tbilisi,663,Dinamo Tbilisi,dict,100,27,scraped
Georgia. Erovnuli Liga,Georgia,Gagra,22842,FC Gagra,dict,100,27,scraped
Georgia. Erovnuli Liga,Georgia,Gareji,61358,FC Gareji,dict,100,24,scraped
Georgia. Erovnuli Liga,Georgia,Iberia 1999,41133,Iberia 1999,dict,100,26,scraped
Georgia. Erovnuli Liga,Georgia,Kolkheti Poti,28971,Kolkheti Poti,dict,100,25,scraped
Georgia. Erovnuli Liga,Georgia,Samgurali,29675,Samgurali,dict,100,27,scraped
Georgia. Erovnuli Liga,Georgia,Telavi,41310,FC Telavi,dict,100,26,scraped
Georgia. Erovnuli Liga,Georgia,Torpedo Kutaisi,253,Torpedo Kutaisi,dict,100,26,scraped
Germany. 2. Bundesliga,Germany,Arminia Bielefeld,10,Arm. Bielefeld,dict,100,27,scraped
Germany. 2. Bundesliga,Germany,Bochum,80,VfL Bochum,dict,100,28,scraped
Germany. 2. Bundesliga,Germany,Darmstadt 98,105,Darmstadt 98,dict,100,31,scraped
Germany. 2. Bundesliga,Germany,Dynamo Dresden,129,Dynamo Dresden,dict,100,29,scraped
Germany. 2. Bundesliga,Germany,Eintracht Braunschweig,23,E. Braunschweig,dict,100,27,scraped
Germany. 2. Bundesliga,Germany,Elversberg,64,SV Elversberg,dict,100,27,scraped
Germany. 2. Bundesliga,Germany,Fortuna Düsseldorf,38,F. Düsseldorf,dict,100,30,scraped
Germany. 2. Bundesliga,Germany,Greuther Fürth,65,Greuther Fürth,dict,100,28,scraped
Germany. 2. Bundesliga,Germany,Hannover 96,42,Hannover 96,dict,100,30,scraped
Germany. 2. Bundesliga,Germany,Hertha BSC,44,Hertha BSC,dict,100,27,scraped
Germany. 2. Bundesliga,Germany,Holstein Kiel,269,Holstein Kiel,dict,100,31,scraped
Germany. 2. Bundesliga,Germany,Kaiserslautern,,,dict_unmatched,0,0,dict_unmatched
Germany. 2. Bundesliga,Germany,Karlsruher SC,48,Karlsruher SC,dict,100,26,scraped
Germany. 2. Bundesliga,Germany,Magdeburg,187,1.FC Magdeburg,dict,100,30,scraped
Germany. 2. Bundesliga,Germany,Nürnberg,,,dict_unmatched,0,0,dict_unmatched
Germany. 2. Bundesliga,Germany,Paderborn,127,SC Paderborn,dict,100,32,scraped
Germany. 2. Bundesliga,Germany,Preußen Münster,91,Pr. Münster,dict,100,30,scraped
Germany. 2. Bundesliga,Germany,Schalke 04,33,FC Schalke 04,dict,100,27,scraped
Germany. 3. Liga,Germany,1860 München,72,1860 Munich,dict,100,27,scraped
Germany. 3. Liga,Germany,Alemannia Aachen,8,Alem. Aachen,dict,100,26,scraped
Germany. 3. Liga,Germany,Energie Cottbus,25,Energie Cottbus,dict,100,28,scraped
Germany. 3. Liga,Germany,Erzgebirge Aue,94,Erzgebirge Aue,dict,100,24,scraped
Germany. 3. Liga,Germany,Hansa Rostock,30,Hansa Rostock,dict,100,31,scraped
Germany. 3. Liga,Germany,Havelse,476,TSV Havelse,dict,100,33,scraped
Germany. 3. Liga,Germany,Hoffenheim II,983,Hoffenheim II,dict,100,32,scraped
Germany. 3. Liga,Germany,Ingolstadt,4795,FC Ingolstadt,dict,100,29,scraped
Germany. 3. Liga,Germany,Jahn Regensburg,109,J. Regensburg,dict,100,28,scraped
Germany. 3. Liga,Germany,MSV Duisburg,52,MSV Duisburg,dict,100,25,scraped
Germany. 3. Liga,Germany,Osnabrück,81,VfL Osnabrück,dict,100,26,scraped
Germany. 3. Liga,Germany,Rot-Weiss Essen,,,dict_unmatched,0,0,dict_unmatched
Germany. 3. Liga,Germany,Saarbrücken,1,Saarbrücken,dict,100,28,scraped
Germany. 3. Liga,Germany,Schweinfurt,103,Schweinfurt 05,dict,100,27,scraped
Germany. 3. Liga,Germany,Stuttgart II,102,Stuttgart II,dict,100,30,scraped
Germany. 3. Liga,Germany,Ulm,69,SSV Ulm 1846,dict,100,30,scraped
Germany. 3. Liga,Germany,Verl,93,SC Verl,dict,100,25,scraped
Germany. 3. Liga,Germany,Viktoria Köln,1622,Viktoria Köln,dict,100,25,scraped
Germany. 3. Liga,Germany,Waldhof Mannheim,85,W. Mannheim,dict,100,31,scraped
Germany. 3. Liga,Germany,Wehen Wiesbaden,108,Wehen Wiesbaden,dict,100,27,scraped
Germany. Bundesliga,Germany,Augsburg,167,Augsburg,dict,100,28,scraped
Germany. Bundesliga,Germany,Bayer Leverkusen,15,Leverkusen,dict,100,29,scraped
Germany. Bundesliga,Germany,Bayern München,27,Bayern Munich,dict,100,24,scraped
Germany. Bundesliga,Germany,Borussia Dortmund,16,Dortmund,dict,100,30,scraped
Germany. Bundesliga,Germany,Borussia M'gladbach,18,Mönchengladbach,dict,100,30,scraped
Germany. Bundesliga,Germany,Eintracht Frankfurt,24,Frankfurt,dict,100,26,scraped
Germany. Bundesliga,Germany,Freiburg,60,Freiburg,dict,100,27,scraped
Germany. Bundesliga,Germany,Hamburger SV,41,Hamburg,dict,100,28,scraped
Germany. Bundesliga,Germany,Heidenheim,2036,Heidenheim,dict,100,26,scraped
Germany. Bundesliga,Germany,Hoffenheim,533,Hoffenheim,dict,100,26,scraped
Germany. Bundesliga,Germany,Köln,3,1.FC Köln,dict,100,29,scraped
Germany. Bundesliga,Germany,Mainz 05,39,Mainz,dict,100,26,scraped
Germany. Bundesliga,Germany,RB Leipzig,23826,Leipzig,dict,100,30,scraped
Germany. Bundesliga,Germany,St. Pauli,35,St. Pauli,dict,100,29,scraped
Germany. Bundesliga,Germany,Stuttgart,79,Stuttgart,dict,100,28,scraped
Germany. Bundesliga,Germany,Union Berlin,89,Union Berlin,dict,100,30,scraped
Germany. Bundesliga,Germany,Werder Bremen,86,Werder Bremen,dict,100,32,scraped
Germany. Bundesliga,Germany,Wolfsburg,82,Wolfsburg,dict,100,31,scraped
Greece. Stoiximan Super League,Greece,AEK Athens,2441,AEK Athens,dict,100,30,scraped
Greece. Stoiximan Super League,Greece,Aris,10586,Aris Limassol,dict,100,28,scraped
Greece. Stoiximan Super League,Greece,Asteras Tripolis,,,dict_unmatched,0,0,dict_unmatched
Greece. Stoiximan Super League,Greece,Atromitos,3060,Atromitos,dict,100,26,scraped
Greece. Stoiximan Super League,Greece,Kifissia,,,dict_unmatched,0,0,dict_unmatched
Greece. Stoiximan Super League,Greece,Larissa,,,dict_unmatched,0,0,dict_unmatched
Greece. Stoiximan Super League,Greece,Levadiakos,2672,APO Levadiakos,dict,100,27,scraped
Greece. Stoiximan Super League,Greece,OFI,653,OFI Crete FC,dict,100,31,scraped
Greece. Stoiximan Super League,Greece,Olympiacos Piraeus,683,Olympiacos,dict,100,30,scraped
Greece. Stoiximan Super League,Greece,PAOK,1091,PAOK,dict,100,32,scraped
Greece. Stoiximan Super League,Greece,Panathinaikos,265,Panathinaikos,dict,100,36,scraped
Greece. Stoiximan Super League,Greece,Panetolikos FC,6418,Panetolikos,dict,100,31,scraped
Greece. Stoiximan Super League,Greece,Panserraikos,3385,Panserraikos,dict,100,33,scraped
Greece. Stoiximan Super League,Greece,Volos NFC,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,AO Egaleo,2984,AO Egaleo,dict,100,24,scraped
Greece. Super League 2,Greece,APO Ellas Syros,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Anagennisi Karditsas,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Asteras Tripolis II,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Athens Kallithea,3062,Kallithea,dict,100,31,scraped
Greece. Super League 2,Greece,Ilioupoli,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Iraklis 1908,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Kalamata,9,PS Kalamata,dict,100,32,scraped
Greece. Super League 2,Greece,Kampaniakos Chalastra,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Kavala,3391,AO Kavala,dict,100,16,scraped
Greece. Super League 2,Greece,Makedonikos Neapolis,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Marko,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Nestos Chrisoupolis,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Niki Volos,5572,Niki Volou,dict,100,28,scraped
Greece. Super League 2,Greece,Olympiacos Piraeus B,683,Olympiacos,dict,100,30,scraped
Greece. Super League 2,Greece,PAE Chania,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,PAOK B,1091,PAOK,dict,100,32,scraped
Greece. Super League 2,Greece,PAS Giannina,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Panargiakos Argos,,,dict_unmatched,0,0,dict_unmatched
Greece. Super League 2,Greece,Panionios,,,dict_unmatched,0,0,dict_unmatched
Guatemala. Liga Nacional,Guatemala,Achuapa,38141,Achuapa,dict,100,15,scraped
Guatemala. Liga Nacional,Guatemala,Antigua GFC,19006,Antigua GFC,dict,100,28,scraped
Guatemala. Liga Nacional,Guatemala,Aurora,19008,Aurora,dict,100,28,scraped
Guatemala. Liga Nacional,Guatemala,Cobán Imperial,6800,Cobán Imperial,dict,100,22,scraped
Guatemala. Liga Nacional,Guatemala,Comunicaciones,9709,Comunicaciones,dict,100,24,scraped
Guatemala. Liga Nacional,Guatemala,Guastatoya,45174,Guastatoya,dict,100,24,scraped
Guatemala. Liga Nacional,Guatemala,Malacateco,19066,Malacateco,dict,100,25,scraped
Guatemala. Liga Nacional,Guatemala,Marquense,16543,CD Marquense,dict,100,23,scraped
Guatemala. Liga Nacional,Guatemala,Mictlán,19010,Atl. Mictlán,dict,100,27,scraped
Guatemala. Liga Nacional,Guatemala,Mixco,82521,Mixco U22,dict,100,5,scraped
Guatemala. Liga Nacional,Guatemala,Municipal,13047,CSD Municipal,dict,100,28,scraped
Guatemala. Liga Nacional,Guatemala,Xelajú,18578,Xelajú,dict,100,31,scraped
Honduras. Liga Nacional,Honduras,Atlético Choloma,13,Atlético,dict,100,25,scraped
Honduras. Liga Nacional,Honduras,Genesis Policia Nacional FC,866,Nacional,dict,100,29,scraped
Honduras. Liga Nacional,Honduras,Juticalpa,46640,Juticalpa,dict,100,42,scraped
Honduras. Liga Nacional,Honduras,Marathón,4523,Marathón,dict,100,34,scraped
Honduras. Liga Nacional,Honduras,Motagua,25975,Motagua Res.,dict,100,16,scraped
Honduras. Liga Nacional,Honduras,Olancho,55746,Olancho FC,dict,100,31,scraped
Honduras. Liga Nacional,Honduras,Olimpia,629,Olimpia,dict,100,34,scraped
Honduras. Liga Nacional,Honduras,Platense,928,Platense,dict,100,36,scraped
Honduras. Liga Nacional,Honduras,Real España,13293,Real España,dict,100,25,scraped
Honduras. Liga Nacional,Honduras,UPNFM,46019,Lobos UPNFM,dict,100,36,scraped
Honduras. Liga Nacional,Honduras,Victoria,2445,CD Victoria,dict,100,22,scraped
Iceland. Besta-deild karla,Iceland,Afturelding,21881,Afturelding,dict,100,24,scraped
Iceland. Besta-deild karla,Iceland,Breidablik,3737,Breidablik,dict,100,20,scraped
Iceland. Besta-deild karla,Iceland,FH,,,dict_unmatched,0,0,dict_unmatched
Iceland. Besta-deild karla,Iceland,Fram,3832,Fram Reykjavík,dict,100,20,scraped
Iceland. Besta-deild karla,Iceland,KA,1839,KA Akureyri,dict,100,27,scraped
Iceland. Besta-deild karla,Iceland,KR,3237,KR Reykjavík,dict,100,20,scraped
Iceland. Besta-deild karla,Iceland,Stjarnan,21875,Stjarnan,dict,100,25,scraped
Iceland. Besta-deild karla,Iceland,Valur,1033,Valur,dict,100,23,scraped
Iceland. Besta-deild karla,Iceland,Vestri,29224,Vestri,dict,100,22,scraped
Iceland. Besta-deild karla,Iceland,Víkingur Reykjavík,5849,Víkingur,dict,100,27,scraped
Iceland. Besta-deild karla,Iceland,ÍA,1231,ÍA Akranes,dict,100,23,scraped
Iceland. Besta-deild karla,Iceland,ÍBV,8036,ÍBV,dict,100,22,scraped
Italy. Serie A,Italy,Atalanta,800,Atalanta,dict,100,24,scraped
Italy. Serie A,Italy,Bologna,1025,Bologna,dict,100,27,scraped
Italy. Serie A,Italy,Cagliari,1390,Cagliari,dict,100,31,scraped
Italy. Serie A,Italy,Como,1047,Como,dict,100,27,scraped
Italy. Serie A,Italy,Cremonese,2239,Cremonese,dict,100,28,scraped
Italy. Serie A,Italy,Fiorentina,430,Fiorentina,dict,100,26,scraped
Italy. Serie A,Italy,Genoa,252,Genoa,dict,100,30,scraped
Italy. Serie A,Italy,Hellas Verona,276,Hellas Verona,dict,100,34,scraped
Italy. Serie A,Italy,Internazionale,46,Inter,dict,100,24,scraped
Italy. Serie A,Italy,Juventus,506,Juventus,dict,100,28,scraped
Italy. Serie A,Italy,Lazio,398,Lazio,dict,100,33,scraped
Italy. Serie A,Italy,Lecce,1005,Lecce,dict,100,35,scraped
Italy. Serie A,Italy,Milan,5,AC Milan,dict,100,28,scraped
Italy. Serie A,Italy,Napoli,6195,Napoli,dict,100,26,scraped
Italy. Serie A,Italy,Parma,130,Parma,dict,100,27,scraped
Italy. Serie A,Italy,Pisa,4172,Pisa,dict,100,31,scraped
Italy. Serie A,Italy,Roma,12,Roma,dict,100,25,scraped
Italy. Serie A,Italy,Sassuolo,6574,Sassuolo,dict,100,34,scraped
Italy. Serie A,Italy,Torino,416,Torino,dict,100,31,scraped
Italy. Serie A,Italy,Udinese,410,Udinese,dict,100,29,scraped
Italy. Serie B,Italy,Avellino,2331,Avellino,dict,100,28,scraped
Italy. Serie B,Italy,Bari,332,Bari,dict,100,23,scraped
Italy. Serie B,Italy,Carrarese,4159,Carrarese,dict,100,26,scraped
Italy. Serie B,Italy,Catanzaro,4097,Catanzaro,dict,100,31,scraped
Italy. Serie B,Italy,Cesena,1429,Cesena,dict,100,32,scraped
Italy. Serie B,Italy,Empoli,749,FC Empoli,dict,100,23,scraped
Italy. Serie B,Italy,Frosinone,8970,Frosinone,dict,100,32,scraped
Italy. Serie B,Italy,Juve Stabia,5587,Juve Stabia,dict,100,28,scraped
Italy. Serie B,Italy,Mantova,2581,Mantova,dict,100,31,scraped
Italy. Serie B,Italy,Modena,1385,Modena,dict,100,28,scraped
Italy. Serie B,Italy,Monza,2919,Monza,dict,100,31,scraped
Italy. Serie B,Italy,Padova,3037,Padova,dict,100,31,scraped
Italy. Serie B,Italy,Palermo,458,Palermo,dict,100,26,scraped
Italy. Serie B,Italy,Pescara,2921,Pescara,dict,100,34,scraped
Italy. Serie B,Italy,Reggiana,5621,Reggiana,dict,100,27,scraped
Italy. Serie B,Italy,Sampdoria,1038,Sampdoria,dict,100,27,scraped
Italy. Serie B,Italy,Spezia,3522,Spezia Calcio,dict,100,27,scraped
Italy. Serie B,Italy,Südtirol,4554,Südtirol,dict,100,24,scraped
Italy. Serie B,Italy,Venezia,607,Venezia,dict,100,38,scraped
Italy. Serie B,Italy,Virtus Entella,20519,Virtus Entella,dict,100,27,scraped
Italy. Serie C,Italy,AlbinoLeffe,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Alcione Milano,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Arezzo,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Arzignano Valchiampo,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Ascoli,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Atalanta U23,800,Atalanta,dict,100,24,scraped
Italy. Serie C,Italy,Audace Cerignola,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Benevento,4171,Benevento Calcio,dict,100,33,scraped
Italy. Serie C,Italy,Bra,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Brescia,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Campobasso,4554,Südtirol,dict,100,24,scraped
Italy. Serie C,Italy,Carpi,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Casarano,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Casertana,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Catania,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Cavese,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Cittadella,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Cosenza,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Crotone,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Dolomiti Bellunesi,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Foggia,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Forlì,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,GIANA Erminio,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Giugliano,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Gubbio,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Guidonia Montecelio,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Internazionale II,15083,Inter U20,dict,100,44,scraped
Italy. Serie C,Italy,Juventus Next Gen,506,Juventus,dict,100,28,scraped
Italy. Serie C,Italy,Latina,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Lecco,1005,Lecce,dict,100,35,scraped
Italy. Serie C,Italy,Livorno,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Lumezzane,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Monopoli,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Novara,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Ospitaletto,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Pergolettese,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Perugia,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Pianese,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Picerno,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Pineto,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Pontedera,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Potenza,332,Bari,dict,100,23,scraped
Italy. Serie C,Italy,Pro Patria,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Pro Vercelli,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Ravenna,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Renate,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Rimini,430,Fiorentina,dict,100,26,scraped
Italy. Serie C,Italy,Salernitana,7160,Eyüpspor,dict,100,29,scraped
Italy. Serie C,Italy,Sambenedettese,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Siracusa,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Sorrento,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Team Altamura,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Ternana,35191,Fergana U19,dict,100,12,scraped
Italy. Serie C,Italy,Torres,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Trapani,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Trento,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Triestina,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Vicenza,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Virtus Verona,,,dict_unmatched,0,0,dict_unmatched
Italy. Serie C,Italy,Vis Pesaro,,,dict_unmatched,0,0,dict_unmatched
Japan. J1 League,Japan,Albirex Niigata,8344,Albirex Niigata,dict,100,32,scraped
Japan. J1 League,Japan,Avispa Fukuoka,9597,Avispa Fukuoka,dict,100,39,scraped
Japan. J1 League,Japan,Cerezo Osaka,1022,Cerezo Osaka,dict,100,29,scraped
Japan. J1 League,Japan,Fagiano Okayama,22171,Fagiano Okayama,dict,100,35,scraped
Japan. J1 League,Japan,Gamba Osaka,596,Gamba Osaka,dict,100,35,scraped
Japan. J1 League,Japan,Kashima Antlers,2241,Kashima Antlers,dict,100,29,scraped
Japan. J1 League,Japan,Kashiwa Reysol,6632,Kashiwa Reysol,dict,100,39,scraped
Japan. J1 League,Japan,Kawasaki Frontale,9598,Kawasaki Front.,dict,100,34,scraped
Japan. J1 League,Japan,Kyoto Sanga,593,Kyoto Sanga,dict,100,37,scraped
Japan. J1 League,Japan,Machida Zelvia,23568,Machida Zelvia,dict,100,29,scraped
Japan. J1 League,Japan,Nagoya Grampus,1066,Nagoya Grampus,dict,100,31,scraped
Japan. J1 League,Japan,Sanfrecce Hiroshima,2697,Sanf. Hiroshima,dict,100,28,scraped
Japan. J1 League,Japan,Shimizu S-Pulse,1062,Shimizu S-Pulse,dict,100,34,scraped
Japan. J1 League,Japan,Shonan Bellmare,8457,Shonan Bellmare,dict,100,35,scraped
Japan. J1 League,Japan,Tokyo,6631,FC Tokyo,dict,100,32,scraped
Japan. J1 League,Japan,Tokyo Verdy,3734,Tokyo Verdy,dict,100,36,scraped
Japan. J1 League,Japan,Urawa Reds,828,Urawa Reds,dict,100,33,scraped
Japan. J1 League,Japan,Vissel Kobe,3958,Vissel Kobe,dict,100,43,scraped
