competition_name,competition_country,team,tm_club_id,tm_club_name,method,score,tm_scraped_players,scrape_status
Japan. J1 League,Japan,Yokohama,943,Yokohama FC,dict,100,34,scraped
Japan. J1 League,Japan,Yokohama F. Marinos,3828,Yokohama F. M.,dict,100,35,scraped
Japan. J2 League,Japan,Blaublitz Akita,23580,Blaublitz Akita,dict,100,33,scraped
Japan. J2 League,Japan,Consadole Sapporo,,,dict_unmatched,0,0,dict_unmatched
Japan. J2 League,Japan,Ehime,20682,Ehime FC,dict,100,32,scraped
Japan. J2 League,Japan,Fujieda MYFC,25716,Fujieda MYFC,dict,100,32,scraped
Japan. J2 League,Japan,Imabari,83271,Imabari U18,dict,100,1,scraped
Japan. J2 League,Japan,Iwaki,53668,Iwaki FC,dict,100,31,scraped
Japan. J2 League,Japan,JEF United,24113,JEF United U18,dict,100,3,scraped
Japan. J2 League,Japan,Júbilo Iwata,937,Júbilo Iwata,dict,100,41,scraped
Japan. J2 League,Japan,Kataller Toyama,22173,Kataller Toyama,dict,100,36,scraped
Japan. J2 League,Japan,Mito Hollyhock,21975,Mito HollyHock,dict,100,35,scraped
Japan. J2 League,Japan,Montedio Yamagata,16190,Monte. Yamagata,dict,100,33,scraped
Japan. J2 League,Japan,Oita Trinita,3935,Oita Trinita,dict,100,32,scraped
Japan. J2 League,Japan,RB Omiya Ardija,7452,RB Omiya,dict,100,32,scraped
Japan. J2 League,Japan,Renofa Yamaguchi,28730,Reno. Yamaguchi,dict,100,34,scraped
Japan. J2 League,Japan,Roasso Kumamoto,22175,Roasso Kumamoto,dict,100,30,scraped
Japan. J2 League,Japan,Sagan Tosu,22177,Sagan Tosu,dict,100,35,scraped
Japan. J2 League,Japan,Tokushima Vortis,17832,Tokushima Vort.,dict,100,31,scraped
Japan. J2 League,Japan,V-Varen Nagasaki,23581,V-V. Nagasaki,dict,100,32,scraped
Japan. J2 League,Japan,Vegalta Sendai,6395,Vegalta Sendai,dict,100,35,scraped
Japan. J2 League,Japan,Ventforet Kofu,10999,Ventforet Kofu,dict,100,33,scraped
Jordan. Pro League,Jordan,Al Ahli,18487,Al-Ahli,dict,100,27,scraped
Jordan. Pro League,Jordan,Al Buqa'a,,,dict_unmatched,0,0,dict_unmatched
Jordan. Pro League,Jordan,Al Faisaly,13592,Al-Faisaly,dict,100,30,scraped
Jordan. Pro League,Jordan,Al Hussein,15795,Al-Hussein SC,dict,100,27,scraped
Jordan. Pro League,Jordan,Al Jazeera,34471,Al-Jazeera Club,dict,100,34,scraped
Jordan. Pro League,Jordan,Al Ramtha,31180,Al-Ramtha SC,dict,100,30,scraped
Jordan. Pro League,Jordan,Al Salt,69471,Al-Salt SC,dict,100,29,scraped
Jordan. Pro League,Jordan,Al Wehdat,15796,Al-Wehdat SC,dict,100,30,scraped
Jordan. Pro League,Jordan,Sama Al Sarhan,93417,Al-Sarhan SC,dict,100,17,scraped
Jordan. Pro League,Jordan,Shabab Al Ordon,15832,Shabab Al-Ordon,dict,100,29,scraped
Kazakhstan. Premier League,Kazakhstan,Aktobe,10157,Aktobe,dict,100,25,scraped
Kazakhstan. Premier League,Kazakhstan,Astana,98805,Astana-M,dict,100,27,scraped
Kazakhstan. Premier League,Kazakhstan,Atyrau,16198,Atyrau,dict,100,26,scraped
Kazakhstan. Premier League,Kazakhstan,Kairat,10482,Kairat Almaty,dict,100,24,scraped
Kazakhstan. Premier League,Kazakhstan,Kaisar,,,dict_unmatched,0,0,dict_unmatched
Kazakhstan. Premier League,Kazakhstan,Kyzyl-Zhar,60924,RB FC Reserves,dict,100,13,scraped
Kazakhstan. Premier League,Kazakhstan,Okzhetpes,19662,Okzhetpes,dict,100,29,scraped
Kazakhstan. Premier League,Kazakhstan,Ordabasy,16779,Ordabasy,dict,100,25,scraped
Kazakhstan. Premier League,Kazakhstan,Tobol,28480,Tobol II,dict,100,0,dict
Kazakhstan. Premier League,Kazakhstan,Turan Turkistan,,,dict_unmatched,0,0,dict_unmatched
Kazakhstan. Premier League,Kazakhstan,Ulytau,107095,Ulytau Zh.,dict,100,24,scraped
Kazakhstan. Premier League,Kazakhstan,Yelimay Semey,31007,Yelimay,dict,100,28,scraped
Kazakhstan. Premier League,Kazakhstan,Zhenys,12019,Zhenis,dict,100,25,scraped
Kazakhstan. Premier League,Kazakhstan,Zhetysu,15299,Zhetysu,dict,100,21,scraped
Korea Republic. K League 1,Korea Republic,Anyang,38898,FC Anyang,dict,100,35,scraped
Korea Republic. K League 1,Korea Republic,Daegu,6504,Daegu FC,dict,100,38,scraped
Korea Republic. K League 1,Korea Republic,Daejeon Citizen,6505,Gimcheon Sangmu,dict,100,50,scraped
Korea Republic. K League 1,Korea Republic,Gangwon,21459,Gangwon FC,dict,100,47,scraped
Korea Republic. K League 1,Korea Republic,Gimcheon Sangmu,6505,Gimcheon Sangmu,dict,100,50,scraped
Korea Republic. K League 1,Korea Republic,Gwangju,30925,Gwangju FC,dict,100,36,scraped
Korea Republic. K League 1,Korea Republic,Jeju SK,19684,Jeju SK,dict,100,29,scraped
Korea Republic. K League 1,Korea Republic,Jeonbuk Motors,,,dict_unmatched,0,0,dict_unmatched
Korea Republic. K League 1,Korea Republic,Pohang Steelers,311,Pohang Steelers,dict,100,35,scraped
Korea Republic. K League 1,Korea Republic,Seoul,6500,FC Seoul,dict,100,35,scraped
Korea Republic. K League 1,Korea Republic,Suwon,31622,Suwon FC,dict,100,38,scraped
Korea Republic. K League 1,Korea Republic,Ulsan Hyundai,,,dict_unmatched,0,0,dict_unmatched
Mexico. Liga MX,Mexico,América,3631,América,dict,100,29,scraped
Mexico. Liga MX,Mexico,Atlas,8590,Atlas,dict,100,23,scraped
Mexico. Liga MX,Mexico,Atlético de San Luis,40188,San Luis,dict,100,27,scraped
Mexico. Liga MX,Mexico,Club Tijuana,13353,Club Tijuana,dict,100,23,scraped
Mexico. Liga MX,Mexico,Cruz Azul,3711,CD Cruz Azul,dict,100,28,scraped
Mexico. Liga MX,Mexico,Guadalajara,110459,Guadalajara U21,dict,100,30,scraped
Mexico. Liga MX,Mexico,Juárez,49283,FC Juárez,dict,100,25,scraped
Mexico. Liga MX,Mexico,León,4941,León,dict,100,29,scraped
Mexico. Liga MX,Mexico,Mazatlán,82696,Mazatlán FC,dict,100,0,dict
Mexico. Liga MX,Mexico,Monterrey,2407,Monterrey,dict,100,27,scraped
Mexico. Liga MX,Mexico,Necaxa,1146,Necaxa,dict,100,24,scraped
Mexico. Liga MX,Mexico,Pachuca,4035,Pachuca,dict,100,22,scraped
Mexico. Liga MX,Mexico,Puebla,5662,Puebla FC,dict,100,26,scraped
Mexico. Liga MX,Mexico,Pumas UNAM,7633,UNAM Pumas,dict,100,29,scraped
Mexico. Liga MX,Mexico,Querétaro,4961,Querétaro FC,dict,100,25,scraped
Mexico. Liga MX,Mexico,Santos Laguna,1403,Santos Laguna,dict,100,29,scraped
Mexico. Liga MX,Mexico,Tigres UANL,7055,Tigres UANL,dict,100,26,scraped
Mexico. Liga MX,Mexico,Toluca,1804,Toluca,dict,100,29,scraped
Moldova. Super Liga,Moldova,CSF Bălți,83016,Balti,dict,100,20,scraped
Moldova. Super Liga,Moldova,Dacia-Buiucani,39003,Dacia Buiucani,dict,100,28,scraped
Moldova. Super Liga,Moldova,Milsami,30686,Milsami,dict,100,24,scraped
Moldova. Super Liga,Moldova,Petrocub,46643,Petrocub,dict,100,22,scraped
Moldova. Super Liga,Moldova,Politehnica Timişoara,90107,Politehnica UTM,dict,100,25,scraped
Moldova. Super Liga,Moldova,Politehnica UTM,90107,Politehnica UTM,dict,100,25,scraped
Moldova. Super Liga,Moldova,Sheriff,2481,FC Sheriff,dict,100,31,scraped
Moldova. Super Liga,Moldova,Spartanii Selemet,73711,Spartanii,dict,100,30,scraped
Moldova. Super Liga,Moldova,Zimbru,2714,Zimbru Chisinau,dict,100,29,scraped
Morocco. Botola Pro,Morocco,CODM Meknès,30625,COD Meknès,dict,100,25,scraped
Morocco. Botola Pro,Morocco,Difaâ El Jadida,14462,Difaâ El Jadida,dict,100,31,scraped
Morocco. Botola Pro,Morocco,FAR Rabat,9099,AS FAR Rabat,dict,100,29,scraped
Morocco. Botola Pro,Morocco,FUS Rabat,6371,FUS Rabat,dict,100,27,scraped
Morocco. Botola Pro,Morocco,Hassania Agadir,22935,Hassania,dict,100,26,scraped
Morocco. Botola Pro,Morocco,Ittihad Tanger,12721,Ittihad Tanger,dict,100,28,scraped
Morocco. Botola Pro,Morocco,Kawkab Marrakech,4697,KACM Marrakech,dict,100,34,scraped
Morocco. Botola Pro,Morocco,Khemis Zemamra,,,dict_unmatched,0,0,dict_unmatched
Morocco. Botola Pro,Morocco,Maghreb Fès,,,dict_unmatched,0,0,dict_unmatched
Morocco. Botola Pro,Morocco,Olympic Safi,,,dict_unmatched,0,0,dict_unmatched
Morocco. Botola Pro,Morocco,Olympique Dcheïra,59771,Olymp. Dcheira,dict,100,27,scraped
Morocco. Botola Pro,Morocco,RSB Berkane,37176,RS Berkane,dict,100,26,scraped
Morocco. Botola Pro,Morocco,Raja Casablanca,2068,Raja Casablanca,dict,100,27,scraped
Morocco. Botola Pro,Morocco,UTS Rabat,6371,FUS Rabat,dict,100,27,scraped
Morocco. Botola Pro,Morocco,Wydad Casablanca,6603,Wydad AC,dict,100,33,scraped
Morocco. Botola Pro,Morocco,Yacoub El Mansour,103954,El-Mansour,dict,100,20,scraped
Netherlands. Derde Divisie,Netherlands,ADO '20,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,DOVO,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,DVS '33,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,Eemdijk,,,no_mapping,0,0,no_mapping
Netherlands. Derde Divisie,Netherlands,Excelsior '31,798,Excelsior,dict,100,25,scraped
Netherlands. Derde Divisie,Netherlands,Genemuiden,,,no_mapping,0,0,no_mapping
Netherlands. Derde Divisie,Netherlands,HSC '21,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,Harkemase Boys,,,no_mapping,0,0,no_mapping
Netherlands. Derde Divisie,Netherlands,Hoogeveen,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,Huizen,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,ROHDA Raalte,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,Scherpenzeel,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,Sparta Nijkerk,468,Sparta R.,dict,100,25,scraped
Netherlands. Derde Divisie,Netherlands,Sportlust '46,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,TEC,,,no_mapping,0,0,no_mapping
Netherlands. Derde Divisie,Netherlands,Urk,,,dict_unmatched,0,0,dict_unmatched
Netherlands. Derde Divisie,Netherlands,VV Staphorst,,,no_mapping,0,0,no_mapping
Netherlands. Eerste Divisie,Netherlands,ADO Den Haag,1268,ADO Den Haag,dict,100,28,scraped
Netherlands. Eerste Divisie,Netherlands,AZ II,1090,AZ Alkmaar,dict,100,28,scraped
Netherlands. Eerste Divisie,Netherlands,Ajax II,610,Ajax,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,Almere City,723,Almere City,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,Cambuur,133,SC Cambuur,dict,100,28,scraped
Netherlands. Eerste Divisie,Netherlands,De Graafschap,642,De Graafschap,dict,100,31,scraped
Netherlands. Eerste Divisie,Netherlands,Den Bosch,404,FC Den Bosch,dict,100,22,scraped
Netherlands. Eerste Divisie,Netherlands,Dordrecht,1455,FC Dordrecht,dict,100,30,scraped
Netherlands. Eerste Divisie,Netherlands,Eindhoven,3892,FC Eindhoven,dict,100,22,scraped
Netherlands. Eerste Divisie,Netherlands,Emmen,1283,FC Emmen,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,Helmond Sport,500,Helmond Sport,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,MVV,18285,MVV U21,dict,100,20,scraped
Netherlands. Eerste Divisie,Netherlands,PSV II,9715,PSV U21,dict,100,26,scraped
Netherlands. Eerste Divisie,Netherlands,RKC Waalwijk,235,RKC Waalwijk,dict,100,25,scraped
Netherlands. Eerste Divisie,Netherlands,Roda JC,192,Roda JC,dict,100,22,scraped
Netherlands. Eerste Divisie,Netherlands,TOP Oss,1228,TOP Oss,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,Utrecht II,200,Utrecht,dict,100,31,scraped
Netherlands. Eerste Divisie,Netherlands,VVV Venlo,1426,VVV-Venlo,dict,100,23,scraped
Netherlands. Eerste Divisie,Netherlands,Vitesse,499,Vitesse,dict,100,27,scraped
Netherlands. Eerste Divisie,Netherlands,Willem II,403,Willem II,dict,100,29,scraped
Netherlands. Eredivisie,Netherlands,AZ,1090,AZ Alkmaar,dict,100,28,scraped
Netherlands. Eredivisie,Netherlands,Ajax,610,Ajax,dict,100,27,scraped
Netherlands. Eredivisie,Netherlands,Excelsior,798,Excelsior,dict,100,25,scraped
Netherlands. Eredivisie,Netherlands,Feyenoord,234,Feyenoord,dict,100,30,scraped
Netherlands. Eredivisie,Netherlands,Fortuna Sittard,385,Fortuna Sittard,dict,100,22,scraped
Netherlands. Eredivisie,Netherlands,Go Ahead Eagles,1435,Go Ahead Eagles,dict,100,26,scraped
Netherlands. Eredivisie,Netherlands,Groningen,202,FC Groningen,dict,100,26,scraped
Netherlands. Eredivisie,Netherlands,Heerenveen,306,Heerenveen,dict,100,23,scraped
Netherlands. Eredivisie,Netherlands,Heracles,1304,Heracles Almelo,dict,100,31,scraped
Netherlands. Eredivisie,Netherlands,NAC Breda,132,NAC Breda,dict,100,23,scraped
Netherlands. Eredivisie,Netherlands,NEC,467,NEC Nijmegen,dict,100,30,scraped
Netherlands. Eredivisie,Netherlands,PEC Zwolle,1269,PEC Zwolle,dict,100,25,scraped
Netherlands. Eredivisie,Netherlands,PSV,383,PSV,dict,100,29,scraped
Netherlands. Eredivisie,Netherlands,Sparta Rotterdam,468,Sparta R.,dict,100,25,scraped
Netherlands. Eredivisie,Netherlands,Telstar,1434,Telstar,dict,100,27,scraped
Netherlands. Eredivisie,Netherlands,Twente,317,Twente FC,dict,100,27,scraped
Netherlands. Eredivisie,Netherlands,Utrecht,200,Utrecht,dict,100,31,scraped
Netherlands. Eredivisie,Netherlands,Volendam,724,FC Volendam,dict,100,25,scraped
Nicaragua. Primera Division,Nicaragua,Diriangén,15748,Diriangén FC,dict,100,26,scraped
Nicaragua. Primera Division,Nicaragua,Managua,47240,UNAN Managua,dict,100,29,scraped
Nicaragua. Primera Division,Nicaragua,Matagalpa,101189,Matagalpa,dict,100,32,scraped
Nicaragua. Primera Division,Nicaragua,Municipal Jalapa,49059,Municipal II,dict,100,13,scraped
Nicaragua. Primera Division,Nicaragua,Rancho Santana,120704,Rancho Santana,dict,100,26,scraped
Nicaragua. Primera Division,Nicaragua,Real Estelí,15758,Real Estelí FC,dict,100,28,scraped
Nicaragua. Primera Division,Nicaragua,Real Madriz,42321,Real Madriz FC,dict,100,42,scraped
Nicaragua. Primera Division,Nicaragua,Sport Sébaco,91380,CS Sébaco,dict,100,24,scraped
Nicaragua. Primera Division,Nicaragua,UNAN Managua,47240,UNAN Managua,dict,100,29,scraped
Nicaragua. Primera Division,Nicaragua,Walter Ferretti,15747,Walter Ferretti,dict,100,26,scraped
Nigeria. Creative Championship,Nigeria,Atlantic,51663,Atlanta,dict,100,25,scraped
Nigeria. Creative Championship,Nigeria,Beyond Limits,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Broad City,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Dannaz,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Dino Sporting,336,Sporting,dict,100,29,scraped
Nigeria. Creative Championship,Nigeria,Gbagada,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Iganmu,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Imperial,6800,Cobán Imperial,dict,100,22,scraped
Nigeria. Creative Championship,Nigeria,Real Sapphire,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Sporting Lagos,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,VOE FA,,,dict_unmatched,0,0,dict_unmatched
Nigeria. Creative Championship,Nigeria,Valiant,,,dict_unmatched,0,0,dict_unmatched
Northern Ireland. Premiership,Northern Ireland,Ballymena United,15244,Ballymena Utd,dict,100,28,scraped
Northern Ireland. Premiership,Northern Ireland,Bangor,21531,Bangor,dict,100,22,scraped
Northern Ireland. Premiership,Northern Ireland,Carrick Rangers,8714,Carrick Rangers,dict,100,23,scraped
Northern Ireland. Premiership,Northern Ireland,Cliftonville,1251,Cliftonville,dict,100,30,scraped
Northern Ireland. Premiership,Northern Ireland,Coleraine,3831,Coleraine,dict,100,25,scraped
Northern Ireland. Premiership,Northern Ireland,Crusaders,21532,Crusaders,dict,100,23,scraped
Northern Ireland. Premiership,Northern Ireland,Dungannon Swifts,21515,Dungannon,dict,100,22,scraped
Northern Ireland. Premiership,Northern Ireland,Glenavon,3463,Glenavon,dict,100,22,scraped
Northern Ireland. Premiership,Northern Ireland,Glentoran,9026,Glentoran,dict,100,30,scraped
Northern Ireland. Premiership,Northern Ireland,Larne,3461,Larne FC,dict,100,27,scraped
Northern Ireland. Premiership,Northern Ireland,Linfield,3471,Linfield,dict,100,22,scraped
Northern Ireland. Premiership,Northern Ireland,Portadown,5594,Portadown,dict,100,29,scraped
Norway. Eliteserien,Norway,Bodø / Glimt,501,Bodø/Glimt,dict,100,23,scraped
Norway. Eliteserien,Norway,Brann,1100,Brann,dict,100,27,scraped
Norway. Eliteserien,Norway,Bryne,1057,Bryne,dict,100,23,scraped
Norway. Eliteserien,Norway,Fredrikstad,3837,Fredrikstad,dict,100,27,scraped
Norway. Eliteserien,Norway,HamKam,4309,HamKam,dict,100,28,scraped
Norway. Eliteserien,Norway,Haugesund,2761,Haugesund,dict,100,26,scraped
Norway. Eliteserien,Norway,KFUM,23184,KFUM,dict,100,28,scraped
Norway. Eliteserien,Norway,Kristiansund,21101,Kristiansund,dict,100,23,scraped
Norway. Eliteserien,Norway,Molde,687,Molde FK,dict,100,29,scraped
Norway. Eliteserien,Norway,Rosenborg,195,Rosenborg,dict,100,28,scraped
Norway. Eliteserien,Norway,Sandefjord,6399,Sandefjord,dict,100,26,scraped
Norway. Eliteserien,Norway,Sarpsborg 08,10217,Sarpsborg 08,dict,100,23,scraped
Norway. Eliteserien,Norway,Strømsgodset,2817,Strømsgodset,dict,100,22,scraped
Norway. Eliteserien,Norway,Tromsø,1293,Tromsø,dict,100,27,scraped
Norway. Eliteserien,Norway,Viking,239,Viking,dict,100,31,scraped
Norway. Eliteserien,Norway,Vålerenga,76,Vålerenga,dict,100,26,scraped
Panama. LPF,Panama,Alianza,18820,Alianza FC,dict,100,27,scraped
Panama. LPF,Panama,Atlético Nacional,8172,Atl. Nacional,dict,100,26,scraped
Panama. LPF,Panama,CD Universitario,18952,Universitario,dict,100,25,scraped
Panama. LPF,Panama,Herrera,55384,Herrera FC,dict,100,23,scraped
Panama. LPF,Panama,Independiente,1234,Independiente,dict,100,24,scraped
Panama. LPF,Panama,Plaza Amador,20960,Plaza Amador,dict,100,24,scraped
Panama. LPF,Panama,Potros del Este,49970,Potros del Este,dict,100,7,scraped
Panama. LPF,Panama,San Francisco,11698,San Francisco,dict,100,22,scraped
Panama. LPF,Panama,Sporting San Miguelito,1708,San Miguelito,dict,100,24,scraped
Panama. LPF,Panama,Tauro,12371,Tauro FC,dict,100,25,scraped
Panama. LPF,Panama,UMECIT,89061,UMECIT FC,dict,100,24,scraped
Panama. LPF,Panama,Veraguas,48217,Veraguas United,dict,100,25,scraped
Panama. LPF,Panama,Árabe Unido,17522,Árabe Unido,dict,100,23,scraped
Paraguay. Division Profesional,Paraguay,2 de Mayo,17484,2 de Mayo,dict,100,32,scraped
Paraguay. Division Profesional,Paraguay,Atlético Tembetary,908,Atl. Tembetary,dict,100,27,scraped
Paraguay. Division Profesional,Paraguay,Cerro Porteño,1214,Cerro Porteño,dict,100,33,scraped
Paraguay. Division Profesional,Paraguay,Deportivo Recoleta,61808,D. Recoleta,dict,100,23,scraped
Paraguay. Division Profesional,Paraguay,General Caballero JLM,95573,Gen. Caballero,dict,100,28,scraped
Paraguay. Division Profesional,Paraguay,Guaraní,11855,Guaraní,dict,100,30,scraped
Paraguay. Division Profesional,Paraguay,Libertad,9875,Libertad,dict,100,32,scraped
Paraguay. Division Profesional,Paraguay,Nacional Asunción,866,Nacional,dict,100,29,scraped
Paraguay. Division Profesional,Paraguay,Olimpia,629,Olimpia,dict,100,34,scraped
Paraguay. Division Profesional,Paraguay,Sportivo Ameliano,95571,CS Ameliano,dict,100,33,scraped
Paraguay. Division Profesional,Paraguay,Sportivo Luqueño,7656,Luqueño,dict,100,28,scraped
Paraguay. Division Profesional,Paraguay,Sportivo Trinidense,17427,Trinidense,dict,100,31,scraped
Peru. Primera División,Peru,ADT,,,dict_unmatched,0,0,dict_unmatched
Peru. Primera División,Peru,Alianza Atlético,17479,Alianza Atl.,dict,100,26,scraped
Peru. Primera División,Peru,Alianza Lima,184,Alianza Lima,dict,100,30,scraped
Peru. Primera División,Peru,Alianza Universidad,,,dict_unmatched,0,0,dict_unmatched
Peru. Primera División,Peru,Atlético Grau,27861,Atlético Grau,dict,100,28,scraped
Peru. Primera División,Peru,Ayacucho,21178,Ayacucho FC,dict,100,24,scraped
Peru. Primera División,Peru,Binacional,41054,Dep. Binacional,dict,100,30,scraped
Peru. Primera División,Peru,Cienciano,2729,Cienciano,dict,100,27,scraped
Peru. Primera División,Peru,Comerciantes Unidos,47107,Comerciantes,dict,100,28,scraped
Peru. Primera División,Peru,Cusco,28999,Cusco FC,dict,100,28,scraped
Peru. Primera División,Peru,Deportivo Garcilaso,2433,Colo-Colo,dict,100,26,scraped
Peru. Primera División,Peru,Juan Pablo II College,99517,Juan Pablo II,dict,100,28,scraped
Peru. Primera División,Peru,Los Chankas,54478,Los Chankas,dict,100,25,scraped
Peru. Primera División,Peru,Melgar,2734,FBC Melgar,dict,100,30,scraped
Peru. Primera División,Peru,Sport Boys,2730,Sport Boys,dict,100,29,scraped
Peru. Primera División,Peru,Sport Huancayo,21655,Sport Huancayo,dict,100,25,scraped
Peru. Primera División,Peru,Sporting Cristal,1450,Sport. Cristal,dict,100,36,scraped
Peru. Primera División,Peru,UTC Cajamarca,21170,UTC,dict,100,21,scraped
Peru. Primera División,Peru,Universitario,18952,Universitario,dict,100,25,scraped
Poland. Ekstraklasa,Poland,Arka Gdynia,6107,Arka Gdynia,dict,100,28,scraped
Poland. Ekstraklasa,Poland,Cracovia Kraków,5689,Cracovia,dict,100,32,scraped
Poland. Ekstraklasa,Poland,Górnik Zabrze,428,Górnik Zabrze,dict,100,29,scraped
Poland. Ekstraklasa,Poland,Jagiellonia Białystok,2300,Jagiellonia,dict,100,35,scraped
Poland. Ekstraklasa,Poland,Katowice,6456,GKS Katowice,dict,100,28,scraped
Poland. Ekstraklasa,Poland,Korona Kielce,6110,Korona Kielce,dict,100,28,scraped
Poland. Ekstraklasa,Poland,Lech Poznań,238,Lech Poznan,dict,100,26,scraped
Poland. Ekstraklasa,Poland,Lechia Gdańsk,4000,Lechia Gdansk,dict,100,36,scraped
Poland. Ekstraklasa,Poland,Legia Warszawa,255,Legia Warszawa,dict,100,27,scraped
Poland. Ekstraklasa,Poland,Motor Lublin,3527,Motor Lublin,dict,100,27,scraped
Poland. Ekstraklasa,Poland,Nieciecza,15906,Nieciecza,dict,100,29,scraped
Poland. Ekstraklasa,Poland,Piast Gliwice,6112,Piast Gliwice,dict,100,24,scraped
Poland. Ekstraklasa,Poland,Pogoń Szczecin,324,Pogon Szczecin,dict,100,28,scraped
Poland. Ekstraklasa,Poland,Radomiak Radom,7154,Radomiak,dict,100,30,scraped
Poland. Ekstraklasa,Poland,Raków Częstochowa,9644,Raków,dict,100,30,scraped
Poland. Ekstraklasa,Poland,Widzew Łódź,88,Widzew Lodz,dict,100,29,scraped
Poland. Ekstraklasa,Poland,Wisła Płock,,,dict_unmatched,0,0,dict_unmatched
Poland. Ekstraklasa,Poland,Zagłębie Lubin,,,dict_unmatched,0,0,dict_unmatched
Poland. I Liga,Poland,Chrobry Głogów,8377,Chrobry Glogow,dict,100,28,scraped
Poland. I Liga,Poland,Górnik Łęczna,3291,Gornik Leczna,dict,100,31,scraped
Poland. I Liga,Poland,Miedź Legnica,8936,Miedz Legnica,dict,100,34,scraped
Poland. I Liga,Poland,Odra Opole,5699,Odra Opole,dict,100,26,scraped
Poland. I Liga,Poland,Pogoń Grod. Mazowiecki,,,dict_unmatched,0,0,dict_unmatched
Poland. I Liga,Poland,Pogoń Siedlce,4896,Pogon Siedlce,dict,100,23,scraped
Poland. I Liga,Poland,Polonia Bytom,7976,Polonia Bytom,dict,100,25,scraped
Poland. I Liga,Poland,Polonia Warszawa,255,Legia Warszawa,dict,100,27,scraped
Poland. I Liga,Poland,Puszcza Niepołomice,,,dict_unmatched,0,0,dict_unmatched
Poland. I Liga,Poland,Ruch Chorzów,318,Ruch Chorzow,dict,100,30,scraped
Poland. I Liga,Poland,Stal Mielec,22431,Stal Mielec,dict,100,28,scraped
Poland. I Liga,Poland,Stal Rzeszów,9510,Stal Rzeszow,dict,100,32,scraped
Poland. I Liga,Poland,Tychy 71,,,dict_unmatched,0,0,dict_unmatched
Poland. I Liga,Poland,Wieczysta Kraków,30974,Wieczysta,dict,100,26,scraped
Poland. I Liga,Poland,Wisła Kraków,422,Wisla Kraków,dict,100,30,scraped
Poland. I Liga,Poland,Znicz Pruszków,9109,Znicz Pruszkow,dict,100,26,scraped
Poland. I Liga,Poland,Łódzki KS,,,dict_unmatched,0,0,dict_unmatched
Poland. I Liga,Poland,Śląsk Wrocław,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,1º Dezembro,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,AD Marco 09,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Académica,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Amarante,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Amora,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Atlético CP,13,Atlético,dict,100,25,scraped
Portugal. Liga 3,Portugal,CF Os Belenenses,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Caldas,6984,Once Caldas,dict,100,25,scraped
Portugal. Liga 3,Portugal,Fafe,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Lusitano Évora 1911,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Mafra,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Paredes,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Sanjoanense,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Sporting Braga II,10789,Braga B,dict,100,26,scraped
Portugal. Liga 3,Portugal,Sporting Covilhã,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,São João Ver,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Trofense,,,dict_unmatched,0,0,dict_unmatched
